#{"t_start": 1655408526.9748297, "env_id": "BipedalWalkerHardcore-v3"}
r,l,t
1.155818,2000,14819.029617
-1.818046,2000,14822.322743
0.594188,2000,14825.544221
-1.233844,2000,14828.840046
1.71816,2000,14831.962314
-1.963691,2000,14835.155975
0.902056,2000,14838.394491
2.221507,2000,14841.498147
-0.984861,2000,14844.649379
0.487327,2000,14847.913805
1.665241,2000,14851.121367
-0.110117,2000,14854.186958
-5.431849,2000,14856.274108
-0.644693,2000,14859.600146
-1.685294,2000,14862.93633
-1.182668,2000,14866.067773
-0.879045,2000,14869.233982
-3.247564,2000,14872.400355
1.347931,2000,14875.828988
-0.150497,2000,14878.941658
-1.010492,2000,14882.091133
2.334045,2000,14885.324265
2.360397,2000,14888.640089
1.939978,2000,14891.738003
1.983719,2000,14894.928107
2.397617,2000,14898.075051
2.915187,2000,14901.186326
-5.109333,2000,14904.294771
-4.158003,2000,14907.423745
-3.814519,2000,14910.740976
3.648268,2000,14913.864305
-2.882783,2000,14917.042572
-4.423539,2000,14920.233078
3.042951,2000,14923.392963
2.204466,2000,14926.714656
2.244038,2000,14929.947231
-4.741052,2000,14933.007025
2.980037,2000,14936.251437
2.267413,2000,14939.360847
2.661208,2000,14942.483115
-1.228295,2000,14945.578621
2.41201,2000,14948.813165
-4.275359,2000,14951.941685
2.342005,2000,14955.160381
2.606105,2000,14958.475986
-5.297612,2000,14961.61077
2.630031,2000,14964.844771
-0.561761,2000,14968.143788
2.066556,2000,14971.356571
2.094374,2000,14974.613548
2.848341,2000,14977.748564
1.637376,2000,14981.001616
2.795765,2000,14984.228083
3.125528,2000,14987.409034
2.907366,2000,14989.445431
-5.203317,2000,14992.753762
-4.914675,2000,14996.118121
3.211185,2000,14999.266312
3.250173,2000,15002.384847
3.981192,2000,15005.598363
2.158056,2000,15008.746063
-7.048359,2000,15011.966314
3.070848,2000,15015.115962
2.592165,2000,15018.284903
2.209389,2000,15021.571338
-6.152509,2000,15024.66785
2.882162,2000,15027.811558
3.012831,2000,15030.977751
2.405883,2000,15034.26387
-4.989058,2000,15037.438177
-5.411421,2000,15040.597574
2.553097,2000,15043.781048
-3.926567,2000,15046.948969
-3.870946,2000,15050.239911
2.550423,2000,15053.523845
2.104461,2000,15056.80759
-4.355624,2000,15060.036693
2.02325,2000,15063.364808
3.448862,2000,15066.653469
1.657105,2000,15069.855924
2.65663,2000,15072.997509
-5.037918,2000,15076.288878
-119.136812,106,15076.412762
0.324813,2000,15079.674356
1.812424,2000,15082.979242
-4.776778,2000,15086.032492
-4.775791,2000,15089.204405
-4.188069,2000,15092.372503
-100.831165,127,15092.505178
-5.463046,2000,15095.562973
-3.566803,2000,15098.832353
1.729718,2000,15102.133153
-0.594779,2000,15105.280649
-102.032429,164,15105.451288
0.772703,2000,15108.643961
-113.37898,128,15108.806881
-112.57976,108,15108.932987
-114.120938,158,15109.109745
1.625438,2000,15112.334067
2.43008,2000,15115.472103
-6.251432,2000,15118.640538
-119.176591,120,15118.774429
-105.602828,145,15118.936636
-94.593326,123,15119.083431
-105.450561,154,15119.251258
-95.492681,139,15119.407091
-95.348409,117,15119.539989
-95.429022,138,15119.700783
-105.618864,140,15119.852301
-105.952178,158,15121.107293
-5.647578,2000,15124.294477
-99.16787,115,15124.458265
-108.038141,160,15124.632674
0.554558,2000,15128.160776
-115.85882,143,15128.333805
-115.94288,134,15128.492538
-115.564356,149,15128.671436
-115.102396,153,15128.847023
-115.520075,154,15129.02531
-107.327838,297,15129.349233
-115.95246,142,15129.509889
-115.891774,143,15129.673208
-115.898415,129,15129.822442
-115.966337,137,15129.97724
-115.956231,144,15130.140028
-115.153842,149,15131.506937
-115.406304,143,15131.672875
-115.53094,134,15131.822237
-105.655537,204,15132.061134
1.128893,2000,15135.590833
-112.20492,104,15135.723209
-114.908787,138,15135.886352
-107.949387,145,15136.050648
-104.335339,219,15136.3023
-115.175355,133,15136.46152
-106.865137,138,15136.623925
-114.860846,128,15136.777894
-115.5348,147,15136.954478
-115.457813,130,15137.109319
-114.450206,142,15137.286752
-115.353512,153,15138.658058
-115.651572,152,15138.833621
-114.032876,113,15138.968909
-103.685548,212,15139.217777
-115.401014,147,15139.385102
-104.133487,205,15139.618473
-106.561023,188,15139.833831
-104.767929,180,15140.03997
-105.413982,131,15140.194567
-106.79517,149,15140.365812
-106.459004,262,15140.661751
-116.010749,171,15140.858111
-115.703523,173,15142.228072
-115.71107,171,15142.424994
-115.533125,137,15142.582102
-113.737616,132,15142.737001
-113.570172,189,15142.956343
-115.751652,157,15143.137619
-115.791452,141,15143.305978
-114.647972,150,15143.482372
-115.913628,167,15143.678705
-115.070787,144,15143.849956
-115.005103,133,15144.020045
-115.182501,126,15144.179492
-115.473551,160,15144.377077
-113.935983,132,15144.535286
-114.407727,130,15145.879105
-105.040954,135,15146.032298
-104.192013,149,15146.204256
-104.305375,146,15146.376918
-115.320672,165,15146.57405
-105.991818,133,15146.743247
-104.807157,140,15146.919211
-108.292132,166,15147.128346
-114.369806,158,15147.310211
-116.1468,203,15147.558481
-103.196705,164,15147.760327
-113.681486,122,15147.913588
-105.600991,128,15148.061553
-105.866924,134,15149.360405
-104.76094,135,15149.526163
-104.220449,144,15149.70004
-104.677796,127,15149.85444
-103.257456,165,15150.049433
-103.614277,146,15150.221421
-105.27609,204,15150.463656
-106.18445,132,15150.626391
-107.813375,151,15150.810037
-116.29938,210,15151.059889
-104.24594,136,15151.224591
-114.10673,141,15151.395738
-108.975879,174,15151.603009
-103.618582,137,15151.76424
-103.395298,152,15153.267209
-114.737293,158,15153.478394
-105.558851,126,15153.640261
-103.895363,142,15153.827524
-114.933263,190,15154.074788
-106.448078,136,15154.24662
-113.578826,129,15154.41963
-107.858539,151,15154.608844
-103.903143,154,15154.805803
-104.078212,161,15155.009717
-104.247156,166,15155.216955
-107.901911,166,15155.427716
-106.620576,156,15155.626586
-116.957991,233,15157.398403
-115.997849,201,15157.711159
-114.732635,153,15157.956614
-110.16672,150,15158.191812
-117.32231,296,15158.638068
-113.660619,137,15158.831719
-115.655316,182,15159.069449
-116.49149,194,15159.347104
-113.572224,118,15159.511759
-115.682588,183,15159.763616
-115.892641,208,15160.058128
-113.487404,114,15161.738638
-116.104017,204,15162.025508
-105.201895,245,15162.370909
-115.820029,197,15162.641372
-113.237588,132,15162.820169
-115.472245,153,15163.033911
-114.843087,142,15163.235693
-103.928264,210,15163.524941
-114.679368,152,15163.740885
-113.566856,141,15163.958761
-22.562523,2000,15168.297668
-114.817379,180,15168.546855
-115.044481,164,15168.774656
-104.863759,192,15170.593453
-103.804289,141,15170.783881
-101.806927,136,15170.98782
-102.507751,115,15171.169745
-101.461725,127,15171.394436
-101.789543,173,15171.64194
-103.666152,120,15171.818879
-104.023517,126,15172.040025
-104.054009,145,15172.242473
-113.686127,145,15172.42128
-102.094231,123,15172.592284
-105.040072,173,15172.822467
-102.140189,128,15172.970657
-104.769489,145,15173.163579
-102.564618,217,15174.531675
-101.078303,119,15174.67138
-104.893479,134,15174.82344
-104.239438,132,15174.970337
-113.452456,133,15175.127463
-102.062485,141,15175.303529
-101.223629,119,15175.439604
-105.286284,147,15175.589555
-104.01919,131,15175.728981
-102.503534,170,15175.905946
-101.226626,131,15176.046712
-102.912799,113,15176.167433
-104.786537,136,15176.311166
-104.836243,151,15176.471104
-101.085654,142,15176.623257
-101.152584,126,15176.759422
-104.092177,139,15178.025602
-104.393677,132,15178.182392
-106.179179,139,15178.334996
-113.285002,135,15178.492443
-101.692359,124,15178.630216
-104.031826,125,15178.772339
-101.601694,144,15178.935402
-106.095505,199,15179.155898
-113.341096,145,15179.319788
-0.708472,2000,15182.591091
-106.190111,153,15182.753855
-103.501493,246,15183.013622
-101.933509,144,15183.167672
-102.053525,147,15183.326805
-100.988192,113,15183.443052
-106.54242,194,15184.766125
-105.493032,144,15184.928048
-106.456467,147,15185.07922
-102.231222,152,15185.23286
-102.044055,141,15185.393039
-106.088253,163,15185.57106
-102.449563,191,15185.787316
-106.049751,144,15185.944062
-101.010665,182,15186.150111
-0.112273,2000,15189.270441
-112.766299,139,15189.411703
-101.313234,171,15189.590708
1.074268,2000,15192.707088
-113.416912,155,15192.876126
0.22659,2000,15195.993071
-0.680917,2000,15199.069512
-13.185047,2000,15202.245211
0.551003,2000,15205.376365
-2.325467,2000,15208.637924
-0.841267,2000,15211.825625
-0.56227,2000,15214.935761
-0.851738,2000,15218.129859
-2.181335,2000,15221.314223
-15.201309,2000,15224.50648
-100.845659,119,15224.644332
-0.200518,2000,15227.860657
-99.994004,144,15228.008938
-101.472238,130,15228.146354
-100.318706,118,15228.271152
-101.332874,150,15228.424824
-104.773159,136,15229.669356
-94.972666,118,15229.811898
-112.982729,198,15230.031544
-102.991741,140,15230.190515
-96.573904,121,15230.327379
-96.404025,129,15230.476999
-112.281398,142,15230.635131
-101.106226,132,15230.786908
-96.680307,119,15230.925543
-96.691582,125,15231.068228
-101.802732,134,15231.224662
-94.959618,117,15231.35889
-111.92812,119,15231.496243
-100.761315,135,15231.651985
-96.509135,127,15231.796153
-96.473093,131,15231.943462
-100.585509,133,15233.209746
-104.317441,141,15233.368017
-1.012642,2000,15236.497407
-2.209727,2000,15239.587369
-105.112352,138,15239.734451
-0.485142,2000,15242.942406
-13.40428,2000,15246.259167
-12.038096,2000,15249.497096
-0.310179,2000,15252.759506
-9.623493,2000,15255.940122
-96.984667,214,15256.203027
-9.547571,2000,15259.583727
-119.722513,121,15259.722513
-11.874216,2000,15263.020272
-117.586877,84,15263.117195
-118.839203,105,15263.240478
-9.954576,2000,15266.488308
-14.156428,2000,15269.675526
-11.246472,2000,15272.804144
-119.711785,126,15272.939061
-9.70885,2000,15276.089645
-119.200734,113,15276.207091
-43.210531,2000,15279.366601
-120.115565,135,15279.520766
-105.378256,129,15279.664767
-4.198754,2000,15283.000637
-4.391763,2000,15286.346741
-2.8249,2000,15289.650179
-0.799594,2000,15292.845534
-3.750823,2000,15295.962464
-1.809942,2000,15299.125373
0.08524,2000,15302.295695
-0.775154,2000,15305.560334
-0.903834,2000,15308.752462
0.096669,2000,15311.866608
-9.596816,2000,15315.262959
-10.04074,2000,15318.612321
-5.897244,2000,15321.775214
-1.948198,2000,15324.946568
-5.587838,2000,15328.122115
-1.784818,2000,15330.216929
-8.106211,2000,15333.436062
-2.648728,2000,15336.705304
-2.317884,2000,15339.936147
-2.424608,2000,15343.079871
-2.090843,2000,15346.3316
-1.849674,2000,15349.566761
-1.988268,2000,15352.862448
-1.654591,2000,15356.060904
-3.021419,2000,15359.177822
-17.030929,2000,15362.526828
-8.605035,2000,15365.682053
-13.829897,2000,15368.856388
-2.323752,2000,15372.058039
-2.702755,2000,15375.132748
-2.273557,2000,15378.374674
-2.161694,2000,15381.640049
-1.749792,2000,15384.968317
-1.947514,2000,15388.155372
-0.762355,2000,15391.475416
-8.158766,2000,15394.698897
-5.927342,2000,15398.000224
-10.740394,2000,15401.20396
-3.60069,2000,15404.353493
-2.388344,2000,15407.513223
-6.75507,2000,15410.565291
-3.983365,2000,15413.834392
-6.882975,2000,15417.085872
-11.802246,2000,15420.260416
-10.739185,2000,15423.561016
-4.862548,2000,15426.750163
-10.247689,2000,15430.031497
-4.356731,2000,15433.640697
-5.258996,2000,15436.872881
-4.507185,2000,15440.065628
-3.077924,2000,15443.268407
-5.338916,2000,15446.436452
-8.784297,2000,15449.608888
-5.427087,2000,15452.881691
-5.318361,2000,15456.145609
-4.766652,2000,15459.225795
-5.449146,2000,15462.43164
-4.923739,2000,15464.607156
-8.535214,2000,15467.866978
-5.227142,2000,15471.107781
-4.411845,2000,15474.216547
-4.101435,2000,15477.358814
-4.397317,2000,15480.565464
-3.996925,2000,15483.833317
-9.214906,2000,15487.043241
-3.481624,2000,15490.125209
-2.886701,2000,15493.205543
-3.179115,2000,15496.443027
-3.350114,2000,15499.572026
-2.539123,2000,15502.722613
-3.427429,2000,15506.029512
-4.712207,2000,15509.314618
-3.213251,2000,15512.382926
-4.411181,2000,15515.53741
-12.236304,2000,15518.746493
-5.838871,2000,15521.943995
-4.681017,2000,15525.088483
-5.916705,2000,15528.191995
-3.844863,2000,15531.358816
-5.560205,2000,15534.571373
-3.407501,2000,15537.734926
-3.902314,2000,15540.976111
-4.140661,2000,15544.165499
-10.79088,2000,15547.392265
-29.371186,2000,15550.555315
-7.314502,2000,15553.844156
-11.836544,2000,15557.061007
-3.960758,2000,15560.206423
-15.150314,2000,15563.2923
-4.155652,2000,15566.589077
-14.396824,2000,15569.772274
-3.712288,2000,15572.977086
-14.780838,2000,15576.119303
-5.673572,2000,15579.204354
-9.570334,2000,15582.421325
-12.871885,2000,15585.473179
-12.795013,2000,15588.576146
-2.274276,2000,15591.732298
-7.688966,2000,15595.040765
-6.06411,2000,15598.248865
-6.815888,2000,15600.384829
-7.31703,2000,15603.814459
-2.691253,2000,15606.918421
-2.501205,2000,15610.025818
-2.26856,2000,15613.155935
-2.173651,2000,15616.467151
-3.074984,2000,15619.646009
-3.131331,2000,15622.888835
-1.627433,2000,15626.26246
-1.489349,2000,15629.385767
-2.427689,2000,15632.604049
-1.850443,2000,15635.761486
-2.123773,2000,15639.026367
-1.590057,2000,15642.208351
-10.998674,2000,15645.294689
-1.481833,2000,15648.507692
-1.31076,2000,15651.598883
-0.901347,2000,15654.776268
-112.520195,92,15654.873762
-112.958172,88,15654.966634
-112.380423,94,15655.067344
-11.287638,2000,15658.29195
-113.081551,120,15658.433597
-112.383594,79,15658.523354
-112.959368,116,15658.662114
-112.532259,75,15658.755306
-113.089126,116,15658.894129
-113.270034,140,15660.158143
-2.058721,2000,15662.367273
-1.677804,2000,15665.511797
-0.91929,2000,15668.693822
-29.007263,2000,15671.890733
-6.242151,2000,15675.102911
-5.987802,2000,15678.168926
-6.584304,2000,15681.327501
-15.672721,2000,15684.588216
-14.532607,2000,15687.862769
-16.236456,2000,15691.168393
-25.029889,2000,15694.312079
-26.072881,2000,15697.460656
-16.28473,2000,15700.735949
-15.545183,2000,15703.936814
-29.203672,2000,15707.054582
-14.642498,2000,15710.188107
-29.496448,2000,15713.480713
-16.343461,2000,15716.61878
-28.72222,2000,15719.679403
-29.847246,2000,15722.799321
-104.431363,195,15723.019877
-102.467889,121,15723.158593
-103.103553,147,15723.322803
-112.748257,95,15723.427706
-103.505429,162,15723.606388
-102.741288,132,15723.754367
-103.027191,124,15724.95088
-112.704796,94,15725.059746
-112.540046,96,15725.168533
-113.043167,106,15725.287413
-112.808589,113,15725.409964
-113.345556,121,15725.540293
-102.568787,130,15725.68003
-103.848816,187,15725.87428
-112.662337,93,15725.980524
-102.110444,118,15726.116902
-112.584837,91,15726.225302
-113.242535,91,15726.334945
-112.926329,97,15726.450012
-112.041848,90,15726.554384
-115.726346,223,15726.807063
-112.443071,92,15726.912479
-112.400066,97,15727.023459
-112.882399,101,15727.136739
-112.525811,94,15728.366296
-1.928579,2000,15730.391854
-1.850484,2000,15733.498578
-29.428563,2000,15736.616407
-2.235856,2000,15739.801136
-18.786091,2000,15743.001125
-13.182176,2000,15746.298251
-13.164238,2000,15749.484792
-1.316393,2000,15752.662817
-0.994042,2000,15755.890263
-0.532366,2000,15759.145025
-1.93885,2000,15762.270676
-1.178343,2000,15765.477525
-1.547683,2000,15768.629886
-9.625537,2000,15771.706458
-9.740952,2000,15774.957174
-2.290089,2000,15778.136253
-9.89359,2000,15781.227292
-2.156105,2000,15784.341383
-2.116598,2000,15787.640982
-9.320832,2000,15790.903811
-2.337982,2000,15794.032393
-11.438685,2000,15797.10362
